userid,version,total_rounds,one_d_retention,seven_d_retention
4067701,Gate 30,6,0,0
4068006,Gate 30,5,0,0
4068059,Gate 40,31,0,1
4068070,Gate 30,5,0,1
4068076,Gate 40,26,1,0
4068260,Gate 30,41,0,0
4068385,Gate 30,85,1,0
4068406,Gate 40,38,1,0
4068538,Gate 40,80,1,1
4068564,Gate 30,16,0,0
4068620,Gate 30,129,1,0
4068657,Gate 30,4,0,1
4068660,Gate 40,8,0,1
4068692,Gate 30,7,0,0
4068698,Gate 30,15,1,0
4068711,Gate 40,152,1,0
4068781,Gate 30,143,1,1
4068821,Gate 40,5,0,0
4068950,Gate 40,1,0,0
4069212,Gate 30,4,1,0
4069449,Gate 30,2,0,0
4069551,Gate 40,6,0,0
4069765,Gate 40,19,0,0
4070231,Gate 30,0,0,0
4070377,Gate 40,186,1,1
4070848,Gate 30,1,0,0
4070921,Gate 40,27,0,0
4071032,Gate 40,0,0,0
4071083,Gate 30,8,1,0
4071354,Gate 30,4,1,0
4071369,Gate 30,88,1,0
4071398,Gate 30,21,0,0
4071404,Gate 30,5,0,0
4071423,Gate 30,3,0,0
4071626,Gate 30,71,1,0
4071628,Gate 30,144,1,1
4071705,Gate 30,122,1,0
4071935,Gate 40,7,0,0
4072089,Gate 40,4,0,0
4072120,Gate 40,9,1,0
4072187,Gate 30,41,0,0
4072645,Gate 40,2,0,0
4072697,Gate 30,14,0,0
4072790,Gate 30,27,1,0
4072834,Gate 30,8,0,0
4072860,Gate 30,11,0,0
4072953,Gate 40,35,1,0
4073010,Gate 30,92,1,1
4073096,Gate 40,79,1,0
4073106,Gate 40,38,0,1
4073340,Gate 40,0,0,0
4073368,Gate 30,46,1,0
4073382,Gate 40,13,1,0
4073681,Gate 40,31,1,1
4073695,Gate 30,12,1,0
4073773,Gate 30,4,0,0
4073857,Gate 40,8,0,0
4074082,Gate 30,18,1,0
4074195,Gate 30,3,0,0
4074460,Gate 40,5,1,0
4074650,Gate 40,8,0,0
4074682,Gate 30,389,0,1
4074703,Gate 30,9,0,0
4074730,Gate 40,31,1,0
4074760,Gate 30,25,1,0
4074774,Gate 40,158,1,1
4074836,Gate 40,18,1,0
4075044,Gate 40,254,1,1
4075243,Gate 30,161,1,1
4075283,Gate 30,147,1,1
4075306,Gate 40,19,1,0
4075333,Gate 30,6,0,0
4075559,Gate 40,3,0,0
4075659,Gate 40,23,1,0
4075821,Gate 40,0,0,0
4075841,Gate 30,0,0,0
4075888,Gate 40,62,1,0
4075930,Gate 40,12,1,0
4076052,Gate 40,13,0,0
4076241,Gate 30,4,0,1
4076629,Gate 40,17,1,0
4076674,Gate 40,4,0,0
4076729,Gate 30,3,0,0
4076814,Gate 30,41,0,0
4076924,Gate 30,0,0,0
4076936,Gate 30,7,0,0
4076946,Gate 30,17,1,0
4077070,Gate 40,124,1,0
4077089,Gate 40,17,0,0
4077105,Gate 30,49,1,0
4077166,Gate 40,4,0,0
4077227,Gate 40,1,0,0
4077445,Gate 40,4,0,0
4077499,Gate 30,2,0,0
4077687,Gate 30,108,1,1
4077886,Gate 30,15,0,0
4078121,Gate 30,7,0,0
4078319,Gate 40,50,1,0
4078331,Gate 40,17,0,0
4078451,Gate 40,12,0,0
4078566,Gate 30,1,0,0
4078580,Gate 30,43,1,0
4078608,Gate 40,12,0,0
4078621,Gate 30,43,1,0
4078840,Gate 30,27,1,0
4078909,Gate 30,4,0,0
4079133,Gate 30,30,0,0
4079202,Gate 40,16,0,0
4079252,Gate 40,50,1,1
4079456,Gate 30,43,0,0
4079511,Gate 30,21,1,0
4079655,Gate 40,1,0,0
4079666,Gate 30,10,1,0
4080018,Gate 40,18,0,0
4080040,Gate 30,75,0,1
4080086,Gate 30,18,0,0
4080131,Gate 40,8,0,0
4080150,Gate 40,11,1,0
4080327,Gate 40,9,0,0
4080340,Gate 30,6,0,0
4080728,Gate 30,25,0,0
4080761,Gate 40,200,1,1
4081031,Gate 40,875,1,1
4081209,Gate 30,10,0,0
4081214,Gate 30,7,0,0
4081600,Gate 30,58,1,0
4081619,Gate 40,19,0,0
4081632,Gate 30,6,0,0
4081655,Gate 40,9,1,0
4081823,Gate 30,28,1,0
4082020,Gate 30,40,1,0
4082318,Gate 40,1,0,0
4082369,Gate 30,2,0,0
4082463,Gate 40,12,0,1
4082486,Gate 30,74,1,0
4082711,Gate 40,2,0,0
4082763,Gate 40,8,0,0
4082800,Gate 30,23,0,1
4082865,Gate 40,3,0,0
4083388,Gate 30,5,0,0
4083412,Gate 40,13,0,0
4083458,Gate 40,4,1,0
4083519,Gate 40,77,1,1
4083853,Gate 30,11,0,0
4084263,Gate 40,2,0,0
4084290,Gate 40,109,1,1
4084453,Gate 30,16,0,0
4084510,Gate 40,6,1,0
4084685,Gate 30,40,1,0
4085031,Gate 40,5,0,0
4085048,Gate 40,256,1,1
4085089,Gate 30,157,1,0
4085133,Gate 30,128,1,1
4085147,Gate 40,26,1,0
4085167,Gate 30,106,1,1
4085309,Gate 40,0,0,0
4085383,Gate 30,2,0,0
4085385,Gate 30,140,1,1
4085495,Gate 30,33,0,0
4086249,Gate 30,57,0,0
4086315,Gate 40,20,1,0
4086334,Gate 40,33,0,0
4086368,Gate 40,8,0,0
4086536,Gate 30,254,1,0
4086934,Gate 30,320,1,1
4087012,Gate 30,10,1,0
4087155,Gate 30,19,0,1
4087157,Gate 40,10,0,0
4087216,Gate 40,22,0,0
4087320,Gate 40,17,1,0
4087564,Gate 30,44,0,0
4087647,Gate 40,2,0,0
4087674,Gate 30,201,1,0
4087699,Gate 30,1,0,0
4087744,Gate 30,6,0,0
4087782,Gate 30,5,0,0
4088052,Gate 40,44,1,0
4088080,Gate 40,140,1,0
4088198,Gate 40,37,0,0
4088233,Gate 40,92,1,0
4088337,Gate 40,80,1,0
4088368,Gate 30,203,1,1
4088480,Gate 30,1,0,0
4088725,Gate 40,245,1,1
4088753,Gate 30,17,1,0
4088759,Gate 30,134,1,1
4088927,Gate 40,4,0,0
4089010,Gate 40,7,0,0
4089079,Gate 40,87,1,1
4089126,Gate 40,8,0,0
4089189,Gate 30,7,1,0
4089231,Gate 30,96,1,1
4089251,Gate 30,26,1,0
4089587,Gate 40,19,1,0
4089676,Gate 30,106,1,0
4089901,Gate 30,1,0,0
4090016,Gate 40,78,1,0
4090139,Gate 30,33,1,0
4090246,Gate 40,2124,1,1
4090296,Gate 40,607,1,1
4090440,Gate 40,6,0,0
4090480,Gate 40,1,0,0
4090589,Gate 40,4,0,0
4090609,Gate 40,5,0,0
4090612,Gate 40,3,0,0
4091051,Gate 30,42,1,0
4091068,Gate 40,3,0,0
4091225,Gate 40,29,1,0
4091322,Gate 40,165,1,1
4091414,Gate 30,3,0,0
4091493,Gate 30,23,0,0
4091604,Gate 40,5,0,0
4091620,Gate 30,0,0,0
4091634,Gate 40,5,0,0
4091638,Gate 30,11,0,0
4091687,Gate 30,2,0,0
4092015,Gate 30,52,1,1
4092128,Gate 30,1,0,0
4092162,Gate 40,18,0,0
4092304,Gate 40,33,1,0
4092306,Gate 30,33,1,0
4092398,Gate 30,0,0,0
4092444,Gate 30,27,1,0
4092583,Gate 30,3,0,0
4092835,Gate 30,23,0,0
4092932,Gate 30,13,1,0
4092962,Gate 30,40,1,0
4093021,Gate 40,20,0,0
4093207,Gate 40,21,0,0
4093284,Gate 40,0,0,0
4093390,Gate 30,172,1,1
4093448,Gate 40,30,0,0
4093729,Gate 40,4,0,0
4093966,Gate 40,1,0,0
4093994,Gate 30,11,0,1
4093998,Gate 40,0,0,0
4094008,Gate 40,10,1,0
4094441,Gate 40,3,0,0
4094457,Gate 30,8,0,0
4094471,Gate 30,0,0,0
4094552,Gate 30,10,0,0
4094793,Gate 40,19,0,0
4094831,Gate 30,11,1,0
4094876,Gate 30,119,0,1
4094882,Gate 30,25,1,0
4095131,Gate 30,30,1,0
4095166,Gate 30,26,0,0
4095187,Gate 40,17,1,0
4095313,Gate 40,38,0,0
4095317,Gate 30,6,0,0
4095399,Gate 40,1,0,0
4095547,Gate 40,5,0,0
4095661,Gate 30,67,1,0
4095667,Gate 30,14,1,0
4095698,Gate 30,71,1,1
4095855,Gate 30,4,0,0
4095927,Gate 40,87,1,0
4095966,Gate 30,3,0,0
4096084,Gate 40,11,0,0
4096192,Gate 30,14,1,0
4096341,Gate 30,21,1,0
4096780,Gate 40,14,0,0
4096789,Gate 30,2,0,0
4097198,Gate 40,1,0,0
4097203,Gate 40,3,0,0
4097327,Gate 40,17,0,0
4097329,Gate 30,12,0,0
4097386,Gate 40,1,0,0
4097387,Gate 30,1,0,0
4097528,Gate 40,11,1,0
4097896,Gate 40,14,1,1
4097956,Gate 30,13,0,0
4098126,Gate 30,0,0,0
4098348,Gate 30,2,0,0
4098378,Gate 40,41,0,0
4098456,Gate 40,20,0,0
4098501,Gate 30,29,1,0
4098570,Gate 40,1,0,0
4098625,Gate 30,3,0,0
4098668,Gate 40,525,1,1
4099074,Gate 40,44,1,0
4099244,Gate 40,59,1,0
4099258,Gate 30,1,0,0
4099392,Gate 40,74,0,0
4099437,Gate 30,1,0,0
4099456,Gate 30,47,0,0
4099509,Gate 40,15,1,0
4099711,Gate 40,17,1,1
4099741,Gate 40,10,1,0
4099792,Gate 40,37,1,0
4100433,Gate 30,84,1,0
4100704,Gate 40,95,1,1
4100843,Gate 40,4,1,0
4100868,Gate 30,10,1,0
4100900,Gate 40,139,1,0
4100944,Gate 40,2,0,0
4100958,Gate 30,40,1,0
4101312,Gate 30,27,1,0
4101389,Gate 40,4,0,0
4101472,Gate 40,3,1,1
4101593,Gate 40,20,1,0
4101624,Gate 30,88,1,0
4101717,Gate 30,15,0,0
4101861,Gate 40,74,1,1
4101889,Gate 40,7,1,0
4101979,Gate 30,166,1,1
4102016,Gate 40,20,1,0
4102248,Gate 30,76,1,0
4102350,Gate 40,51,1,0
4102425,Gate 40,28,0,0
4102512,Gate 30,24,0,1
4102514,Gate 40,18,0,0
4102649,Gate 30,8,1,0
4102701,Gate 40,52,1,0
4102873,Gate 30,7,0,0
4102896,Gate 40,2,0,0
4102930,Gate 40,801,1,1
4102953,Gate 40,4,0,0
4103073,Gate 30,137,1,1
4103154,Gate 30,39,1,0
4103323,Gate 40,16,0,0
4103678,Gate 40,186,1,1
4103692,Gate 40,10,1,0
4103701,Gate 30,6,1,1
4103742,Gate 30,74,1,1
4103904,Gate 30,126,1,0
4104003,Gate 30,17,0,0
4104102,Gate 30,8,0,0
4104110,Gate 40,331,1,1
4104135,Gate 30,63,0,1
4104413,Gate 30,1,0,0
4104508,Gate 40,86,0,0
4104569,Gate 40,2,0,0
4104616,Gate 40,48,1,0
4104695,Gate 30,17,0,0
4104809,Gate 30,62,1,0
4104901,Gate 30,4,0,0
4104977,Gate 30,13,0,0
4105027,Gate 40,4,0,0
4105110,Gate 40,227,1,1
4105207,Gate 40,46,1,0
4105288,Gate 40,0,0,0
4105296,Gate 40,37,1,0
4105308,Gate 30,127,1,1
4105339,Gate 30,26,0,0
4105635,Gate 30,0,0,0
4105641,Gate 40,5,0,0
4105649,Gate 40,4,0,0
4105683,Gate 40,17,0,0
4105755,Gate 40,8,0,0
4105897,Gate 30,5,0,0
4105905,Gate 40,1,0,0
4105949,Gate 30,34,0,0
4106044,Gate 40,103,1,0
4106141,Gate 40,157,1,1
4106158,Gate 30,2,0,0
4106505,Gate 40,1,0,0
4106663,Gate 40,40,1,0
4106693,Gate 30,3,1,0
4106745,Gate 30,2,0,0
4106790,Gate 40,5,0,0
4107038,Gate 30,31,1,0
4107146,Gate 30,85,1,0
4107191,Gate 40,21,1,0
4107329,Gate 40,6,0,0
4107344,Gate 30,2,0,0
4107389,Gate 40,40,1,0
4107625,Gate 30,49,1,0
4107699,Gate 30,1,0,0
4107756,Gate 30,92,0,0
4107763,Gate 40,19,1,0
4107782,Gate 40,35,1,1
4107815,Gate 30,4,0,0
4108123,Gate 40,60,1,1
4108330,Gate 30,3,0,0
4108400,Gate 40,7,0,0
4108574,Gate 30,1,0,0
4108616,Gate 30,18,1,0
4108628,Gate 30,51,1,0
4108685,Gate 40,7,0,0
4108687,Gate 40,3,0,0
4108752,Gate 40,2,0,0
4108767,Gate 30,31,0,0
4108846,Gate 30,6,0,0
4109035,Gate 30,21,1,1
4109054,Gate 30,7,0,0
4109284,Gate 40,4,0,0
4109341,Gate 30,35,0,0
4109536,Gate 30,22,1,0
4109625,Gate 30,1,0,0
4109712,Gate 40,2,0,0
4109754,Gate 30,2,0,0
4110295,Gate 40,1,0,0
4110300,Gate 30,22,1,0
4110420,Gate 30,15,0,0
4110668,Gate 40,1,0,0
4110890,Gate 30,0,0,0
4110910,Gate 30,1,0,0
4110970,Gate 30,63,0,1
4111127,Gate 40,29,0,0
4111141,Gate 30,22,0,0
4111320,Gate 40,42,1,0
4111331,Gate 40,20,1,0
4111344,Gate 40,101,1,0
4111412,Gate 40,77,0,1
4111523,Gate 40,3,0,0
4111962,Gate 40,19,1,0
4112079,Gate 40,15,1,0
4112275,Gate 40,52,0,0
4112384,Gate 40,3,0,0
4112437,Gate 30,0,0,0
4112511,Gate 40,10,0,0
4112594,Gate 40,2,0,0
4112626,Gate 40,12,1,0
4112686,Gate 30,99,1,0
4112748,Gate 30,60,1,1
4112798,Gate 40,3,0,0
4112845,Gate 30,4,0,0
4112886,Gate 40,15,1,0
4112910,Gate 40,2,0,0
4113120,Gate 40,42,1,0
4113216,Gate 40,0,0,0
4113225,Gate 40,2,0,0
4113295,Gate 30,17,1,0
4113380,Gate 30,14,1,0
4113435,Gate 30,13,0,0
4113490,Gate 40,31,1,0
4113599,Gate 40,43,0,0
4113608,Gate 30,12,0,1
4113663,Gate 30,1,0,0
4113783,Gate 40,16,1,0
4113795,Gate 30,21,0,0
4113875,Gate 40,48,1,0
4113982,Gate 30,29,0,0
4114013,Gate 40,342,1,1
4114624,Gate 40,0,0,0
4114631,Gate 40,59,1,1
4114656,Gate 30,4,0,0
4114745,Gate 40,12,0,0
4114830,Gate 40,2,0,0
4114837,Gate 40,52,1,0
4114855,Gate 40,56,1,0
4114886,Gate 30,10,0,0
4115049,Gate 40,26,1,0
4115239,Gate 30,6,0,0
4115296,Gate 30,12,0,0
4115349,Gate 30,16,1,0
4115427,Gate 40,23,1,0
4115622,Gate 30,5,1,1
4115644,Gate 40,1,0,0
4115772,Gate 30,23,0,0
4115862,Gate 40,37,1,0
4115994,Gate 30,3,0,0
4116247,Gate 30,177,1,1
4116263,Gate 30,15,1,0
4116303,Gate 40,2,0,0
4116397,Gate 30,24,1,1
4116399,Gate 30,2,0,0
4116464,Gate 40,2,0,0
4116580,Gate 40,21,1,0
4116794,Gate 30,36,1,0
4117187,Gate 40,19,1,0
4117304,Gate 30,4,0,0
4117334,Gate 30,78,1,1
4117459,Gate 40,85,1,0
4117484,Gate 40,10,1,0
4117486,Gate 40,0,0,0
4117537,Gate 30,6,0,1
4117557,Gate 30,1,0,0
4117576,Gate 40,8,1,0
4117634,Gate 30,25,1,0
4117656,Gate 40,16,1,0
4117768,Gate 40,42,1,0
4117840,Gate 40,4,0,0
4117864,Gate 40,219,1,0
4118159,Gate 30,20,1,0
4118199,Gate 40,324,0,1
4118277,Gate 40,46,0,0
4118316,Gate 30,55,1,0
4118353,Gate 30,16,0,0
4118372,Gate 30,13,0,0
4118601,Gate 30,2,0,0
4118618,Gate 40,194,1,1
4118668,Gate 40,48,1,0
4118941,Gate 30,5,0,0
4119062,Gate 30,18,1,0
4119073,Gate 40,1,0,0
4119121,Gate 30,251,1,1
4119425,Gate 40,50,1,0
4119605,Gate 40,2,0,0
4119818,Gate 40,3,0,0
4119824,Gate 40,63,1,0
4120097,Gate 40,18,0,0
4120260,Gate 40,5,0,0
4120311,Gate 40,75,1,0
4120681,Gate 40,10,1,0
4120832,Gate 40,0,0,0
4120966,Gate 40,0,0,0
4121372,Gate 30,12,1,0
4121429,Gate 30,2,0,0
4121481,Gate 30,88,1,0
4121680,Gate 40,37,0,0
4121716,Gate 30,15,0,0
4121720,Gate 30,25,1,0
4121863,Gate 40,31,1,0
4121965,Gate 30,65,1,0
4121979,Gate 40,87,0,1
4122064,Gate 40,27,0,0
4122123,Gate 40,2,0,0
4122214,Gate 30,4,0,0
4122330,Gate 30,0,0,0
4122353,Gate 40,19,0,1
4122508,Gate 30,8,0,0
4122786,Gate 30,17,0,0
4122839,Gate 40,7,0,0
4123348,Gate 30,5,0,0
4123675,Gate 40,9,0,0
4123828,Gate 40,0,0,0
4123906,Gate 40,1,0,0
4123913,Gate 30,43,1,1
4124082,Gate 30,160,1,0
4124135,Gate 30,208,1,1
4124172,Gate 40,46,1,0
4124327,Gate 30,1,0,0
4124361,Gate 40,29,1,1
4124482,Gate 30,341,1,1
4124660,Gate 30,24,1,0
4124817,Gate 30,14,0,0
4125232,Gate 30,68,1,1
4125313,Gate 30,113,1,1
4125396,Gate 40,38,1,0
4125502,Gate 30,13,0,0
4125668,Gate 40,31,0,0
4126021,Gate 40,0,0,0
4126032,Gate 40,2,0,0
4126167,Gate 30,41,1,0
4126316,Gate 40,46,1,0
4126410,Gate 40,470,1,1
4126458,Gate 40,13,0,0
4126583,Gate 40,7,0,0
4126595,Gate 40,19,0,1
4126799,Gate 30,1,0,0
4126930,Gate 40,0,0,0
4126948,Gate 40,4,0,0
4126966,Gate 30,37,1,0
4127022,Gate 30,6,0,0
4127104,Gate 30,30,1,0
4127356,Gate 30,4,1,0
4127405,Gate 40,933,1,1
4127517,Gate 40,156,1,0
4127599,Gate 30,61,1,0
4127619,Gate 40,5,0,0
4128038,Gate 30,14,1,0
4128083,Gate 40,28,1,0
4128496,Gate 30,16,0,0
4128572,Gate 40,8,1,0
4128728,Gate 40,1,0,0
4128835,Gate 40,103,1,1
4128839,Gate 30,50,1,0
4128844,Gate 30,12,1,0
4128957,Gate 30,14,0,0
4129014,Gate 40,15,0,1
4129084,Gate 30,0,0,0
4129106,Gate 30,1,0,0
4129208,Gate 30,4,0,0
4129273,Gate 40,3,0,0
4129428,Gate 40,13,0,0
4129463,Gate 30,46,1,0
4129466,Gate 40,54,0,0
4129492,Gate 30,6,1,0
4129561,Gate 40,7,0,0
4129578,Gate 40,7,1,0
4129697,Gate 30,11,0,0
4129745,Gate 30,12,0,0
4129853,Gate 30,30,1,0
4130091,Gate 40,20,0,0
4130092,Gate 30,19,0,0
4130166,Gate 40,855,1,1
4130219,Gate 30,7,0,0
4130270,Gate 40,53,1,0
4130340,Gate 40,11,0,0
4130415,Gate 30,19,0,0
4130508,Gate 40,5,0,0
4130810,Gate 40,9,0,0
4130980,Gate 30,1,0,0
4131002,Gate 30,72,1,0
4131256,Gate 30,5,0,0
4131372,Gate 30,4,0,0
4131395,Gate 40,445,1,1
4131721,Gate 40,66,1,0
4131749,Gate 40,182,1,1
4131794,Gate 40,1,0,0
4131805,Gate 40,64,1,0
4132018,Gate 40,21,1,0
4132134,Gate 40,1,0,0
4132210,Gate 40,37,0,0
4132228,Gate 30,455,0,0
4132238,Gate 40,0,0,0
4132249,Gate 30,50,0,0
4132309,Gate 40,21,1,0
4132370,Gate 30,8,0,0
4132512,Gate 30,24,0,0
4132565,Gate 40,12,1,0
4132663,Gate 30,69,1,1
4132682,Gate 30,26,1,0
4132687,Gate 40,28,1,0
4132817,Gate 30,59,1,1
4133070,Gate 40,226,1,1
4133182,Gate 40,6,0,0
4133476,Gate 30,2,0,0
4133515,Gate 40,0,0,0
4133527,Gate 40,33,1,0
4133707,Gate 40,2,0,0
4133759,Gate 40,85,1,0
4133856,Gate 40,6,0,0
4133959,Gate 30,9,0,0
4133992,Gate 30,1,0,0
4134144,Gate 30,36,0,1
4134213,Gate 30,2,0,0
4134416,Gate 40,12,0,0
4134592,Gate 40,13,0,0
4134656,Gate 30,1,0,0
4134850,Gate 30,32,1,0
4134904,Gate 40,82,0,0
4134907,Gate 40,5,0,0
4135188,Gate 40,21,0,0
4135318,Gate 40,1,0,0
4135419,Gate 30,1,0,0
4135447,Gate 30,18,0,0
4135509,Gate 30,19,0,0
4135543,Gate 30,1,0,0
4135776,Gate 30,8,1,0
4135904,Gate 40,5,0,0
4136619,Gate 40,287,1,1
4136822,Gate 30,9,1,0
4136867,Gate 40,353,1,0
4136974,Gate 40,7,0,0
4137057,Gate 30,144,1,0
4137122,Gate 30,7,0,0
4137146,Gate 30,173,1,1
4137298,Gate 30,4,0,0
4137788,Gate 30,10,0,0
4137884,Gate 40,31,0,1
4138031,Gate 30,2,0,0
4138249,Gate 30,71,1,0
4138421,Gate 40,1,0,0
4138506,Gate 40,3,0,0
4138590,Gate 40,0,0,0
4138707,Gate 30,0,0,0
4138715,Gate 30,12,0,0
4138878,Gate 40,4,0,0
4138970,Gate 40,20,1,0
4138994,Gate 40,24,0,0
4139126,Gate 40,14,0,0
4139193,Gate 30,28,1,0
4139384,Gate 40,2,0,0
4139629,Gate 40,33,0,0
4139634,Gate 30,2,0,0
4139927,Gate 40,51,1,0
4140046,Gate 30,4,1,0
4140094,Gate 30,24,1,0
4140157,Gate 40,17,0,0
4140235,Gate 40,1,0,0
4140246,Gate 30,1,0,0
4140435,Gate 40,14,0,0
4140484,Gate 40,14,1,0
4140642,Gate 40,104,1,0
4140761,Gate 40,0,0,0
4140915,Gate 40,5,0,0
4141081,Gate 30,641,1,1
4141114,Gate 40,37,1,1
4141124,Gate 40,248,1,0
4141132,Gate 40,14,0,0
4141183,Gate 30,18,0,0
4141195,Gate 40,1,0,0
4141359,Gate 30,42,1,0
4141437,Gate 30,29,1,0
4141496,Gate 40,19,0,0
4141720,Gate 40,3,0,1
4141783,Gate 30,10,1,0
4141947,Gate 40,42,1,1
4142219,Gate 30,11,0,1
4142347,Gate 30,47,1,0
4142396,Gate 30,4,0,0
4142409,Gate 40,73,1,0
4142440,Gate 30,1,0,0
4142471,Gate 30,1,0,0
4142726,Gate 40,42,0,1
4142806,Gate 40,5,1,0
4142947,Gate 40,229,1,0
4143228,Gate 30,41,0,1
4143320,Gate 30,0,0,0
4143330,Gate 40,61,0,0
4143447,Gate 40,53,1,0
4143475,Gate 40,1,0,0
4143652,Gate 30,147,1,1
4143836,Gate 40,17,0,0
4143895,Gate 40,3,0,0
4144057,Gate 40,12,1,0
4144105,Gate 40,45,1,0
4144156,Gate 40,89,0,1
4144342,Gate 30,254,1,0
4144440,Gate 30,28,0,0
4144538,Gate 40,5,0,0
4144708,Gate 30,100,1,1
4145117,Gate 40,0,0,0
4145212,Gate 40,6,0,0
4145249,Gate 30,38,1,0
4145332,Gate 40,30,1,0
4145432,Gate 40,8,0,0
4145757,Gate 30,139,0,1
4145786,Gate 40,307,1,1
4145917,Gate 40,14,0,0
4146020,Gate 40,37,1,0
4146167,Gate 40,69,1,1
4146598,Gate 30,25,0,0
4146613,Gate 40,14,1,0
4146743,Gate 40,15,0,0
4146994,Gate 30,28,1,1
4147149,Gate 30,178,1,1
4147219,Gate 30,35,1,0
4147249,Gate 30,214,1,1
4147432,Gate 30,56,1,0
4147574,Gate 40,10,0,0
4147763,Gate 30,37,0,0
4147857,Gate 30,9,0,0
4148001,Gate 40,412,1,1
4148148,Gate 30,5,0,0
4148220,Gate 40,52,1,1
4148248,Gate 30,0,0,0
4148256,Gate 40,40,1,0
4148276,Gate 40,50,1,1
4148321,Gate 40,0,0,0
4148413,Gate 40,1,0,0
4148475,Gate 30,4,0,0
4148677,Gate 30,1,0,0
4148801,Gate 40,0,0,0
4148899,Gate 30,46,1,1
4149101,Gate 30,4,0,0
4149226,Gate 30,5,0,0
4149432,Gate 30,66,1,0
4149631,Gate 30,4,0,0
4149635,Gate 40,20,1,0
4149711,Gate 30,4,1,0
4149870,Gate 40,0,0,0
4149942,Gate 30,41,1,1
4149965,Gate 40,12,0,0
4150207,Gate 30,12,0,1
4150282,Gate 40,34,0,0
4150310,Gate 30,50,1,0
4150429,Gate 40,19,1,0
4150490,Gate 40,3,0,0
4150569,Gate 40,12,0,0
4150653,Gate 40,3,0,0
4150739,Gate 40,3,0,0
4150800,Gate 30,50,1,0
4150822,Gate 40,78,1,0
4150919,Gate 40,10,0,0
4151144,Gate 30,214,1,1
4151614,Gate 40,54,1,0
4151687,Gate 40,67,1,0
4151867,Gate 40,30,0,0
4151871,Gate 40,49,0,0
4151899,Gate 40,246,0,1
4151999,Gate 30,20,1,0
4152006,Gate 30,183,1,0
4152120,Gate 30,53,1,0
4152178,Gate 30,0,0,0
4152223,Gate 40,8,0,0
4152261,Gate 40,54,0,1
4152286,Gate 40,344,1,0
4152290,Gate 40,3,0,0
4152525,Gate 30,15,0,0
4152590,Gate 40,89,1,0
4152682,Gate 30,40,1,0
4152864,Gate 40,32,0,0
4152941,Gate 30,60,1,0
4153013,Gate 40,624,1,1
4153070,Gate 30,16,1,0
4153114,Gate 40,6,0,0
4153141,Gate 30,17,0,0
4153174,Gate 40,82,1,0
4153215,Gate 40,5,0,0
4153261,Gate 30,5,0,0
4153286,Gate 30,11,0,0
4153321,Gate 40,19,0,1
4153359,Gate 40,6,0,0
4153398,Gate 30,35,0,0
4153499,Gate 30,39,1,0
4153878,Gate 40,17,0,0
4154018,Gate 40,149,1,0
4154034,Gate 30,203,1,1
4154270,Gate 30,30,1,0
4154337,Gate 40,0,0,0
4154785,Gate 40,13,0,0
4155222,Gate 40,1,0,0
4155319,Gate 40,33,1,0
4155446,Gate 30,4,0,0
4155861,Gate 30,6,0,0
4155898,Gate 40,7,1,0
4155900,Gate 30,5,0,0
4156013,Gate 30,5,0,0
4156032,Gate 30,115,1,0
4156102,Gate 30,5,0,0
4156272,Gate 40,26,0,0
4156289,Gate 40,6,0,0
4156292,Gate 30,111,1,1
4156534,Gate 30,130,0,1
4156626,Gate 40,4,0,0
4156627,Gate 30,49,0,0
4156698,Gate 30,55,0,0
4156821,Gate 40,68,1,0
4156905,Gate 30,1,0,0
4156918,Gate 30,5,0,0
4156960,Gate 30,14,1,0
4157132,Gate 30,38,1,0
4157137,Gate 40,3,0,0
4157343,Gate 30,3,0,0
4157383,Gate 40,5,0,0
4157403,Gate 30,14,0,0
4157520,Gate 40,0,0,0
4157626,Gate 40,10,0,0
4157779,Gate 40,8,0,0
4157800,Gate 40,18,1,0
4157886,Gate 40,15,0,0
4157968,Gate 40,45,1,0
4157979,Gate 30,1,0,0
4158042,Gate 40,24,1,0
4158122,Gate 30,23,1,1
4158163,Gate 40,184,1,1
4158330,Gate 30,24,0,0
4158361,Gate 40,109,1,0
4158369,Gate 40,112,1,0
4158462,Gate 40,35,0,0
4158549,Gate 40,15,0,0
4158771,Gate 30,6,0,0
4158963,Gate 30,7,0,0
4159066,Gate 40,36,1,1
4159164,Gate 30,51,1,0
4159165,Gate 40,23,1,1
4159329,Gate 30,19,0,0
4159420,Gate 30,8,0,0
4159429,Gate 30,101,1,0
4159463,Gate 40,35,1,0
4159530,Gate 40,54,1,0
4159537,Gate 30,13,0,0
4159599,Gate 30,77,1,1
4159876,Gate 30,3,0,0
4159913,Gate 40,1,0,0
4159933,Gate 40,12,1,0
4159977,Gate 30,29,1,0
4160188,Gate 30,1,0,0
4160232,Gate 30,1,0,0
4160285,Gate 30,261,1,1
4160350,Gate 30,13,0,0
4160365,Gate 40,7,0,0
4160505,Gate 30,200,1,1
4160560,Gate 40,23,0,0
4160702,Gate 40,372,1,1
4160790,Gate 40,55,1,0
4161016,Gate 30,10,1,0
4161022,Gate 30,65,0,0
4161054,Gate 30,21,1,0
4161057,Gate 30,9,0,0
4161137,Gate 30,380,1,0
4161157,Gate 40,3,0,1
4161281,Gate 30,55,1,0
4161328,Gate 30,34,1,0
4161496,Gate 40,125,1,0
4161500,Gate 40,16,1,0
4161519,Gate 40,490,1,1
4161611,Gate 40,144,1,0
4161784,Gate 40,6,0,0
